,id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minDHW,minTHW,minTTC,min_xVelocity,max_xVelocity,mean_xVelocity,min_yVelocity,max_yVelocity,mean_yVelocity,min_xAcceleration,max_xAcceleration,mean_xAcceleration,min_yAcceleration,max_yAcceleration,mean_yAcceleration,min_frontSightDistance,max_frontSightDistance,min_backSightDistance,max_backSightDistance,min_precedingXVelocity,max_precedingXVelocity,mean_laneId,numLaneChanges
1422,1423,14.35,2.5,16226,16655,430,0,2,409.88,197.23,8.85,-1.0,22.28,25.96,23.9,-0.1,0.05,-0.03,0.01,0.3,0.21,-0.04,0.04,0.0,-8.44,402.12,9.5,420.06,0.0,30.17,8.0,0
1423,1424,19.91,2.5,16265,16693,429,0,2,410.15,14.11,0.59,50.42,22.52,25.63,23.97,-0.14,0.09,-0.0,0.08,0.35,0.18,-0.03,0.05,0.01,-11.22,399.74,11.87,422.84,0.0,25.96,8.0,0
1424,1425,5.05,1.92,16270,16550,281,1,2,411.7,174.92,4.71,73.18,34.51,39.67,36.79,-0.15,0.2,-0.03,-0.03,0.57,0.46,-0.06,0.1,0.02,-1.77,408.43,3.18,413.39,0.0,34.71,6.0,0
1425,1426,4.55,1.82,16286,16644,359,1,1,410.05,92.69,3.03,30.79,-30.51,-27.05,-28.64,-0.37,0.28,0.04,-0.01,0.44,0.24,-0.17,0.22,0.0,-1.47,407.93,3.69,413.08,-30.81,0.0,3.0,0
1426,1427,4.45,1.92,16310,16617,308,1,1,410.12,11.12,0.32,2.16,-34.35,-32.71,-33.41,-0.15,1.47,0.34,-0.62,0.36,0.0,-0.55,0.58,0.01,-2.02,407.22,4.4,413.64,-38.85,0.0,3.69,1
1427,1428,6.87,2.22,16315,16685,371,1,2,410.14,183.19,7.09,-1.0,25.82,29.8,27.72,-0.18,0.06,-0.05,0.15,0.33,0.27,-0.07,0.05,0.01,-3.84,405.6,6.01,415.46,0.0,33.94,7.0,0
1428,1429,3.54,1.82,16316,16588,273,1,1,407.88,58.24,1.66,9.41,-40.91,-33.55,-37.51,-0.11,0.14,0.01,0.46,0.83,0.68,-0.08,0.07,-0.01,-1.01,405.91,5.71,412.63,-33.87,0.0,4.0,0
1429,1430,6.06,2.22,16340,16684,345,1,2,410.98,13.1,0.4,3.68,25.42,36.0,29.89,-0.95,0.08,-0.32,0.2,1.0,0.77,-0.24,0.31,0.01,-2.68,407.07,4.55,414.3,0.0,28.56,6.7,1
1430,1431,17.28,2.5,16342,16742,401,0,1,387.17,103.77,4.43,91.16,-25.86,-22.87,-24.2,-0.12,0.21,0.02,-0.02,0.29,0.19,-0.06,0.15,0.01,10.91,400.15,11.47,400.7,-25.08,0.0,2.0,0
1431,1432,4.75,1.92,16357,16656,300,1,1,410.72,45.55,1.37,24.08,-36.88,-32.19,-34.35,-0.16,0.24,-0.0,0.24,0.55,0.39,-0.12,0.17,0.02,-2.37,407.52,4.09,413.99,-40.08,0.0,4.0,0
1432,1433,5.15,2.02,16368,16699,332,1,1,408.45,57.42,2.01,16.66,-34.36,-28.45,-30.86,-0.2,0.17,-0.01,-0.19,0.77,0.43,-0.11,0.07,0.02,-1.52,405.96,5.66,413.13,-34.03,0.0,3.0,0
1433,1434,4.14,1.92,16399,16708,310,1,1,409.59,56.97,1.61,-1.0,-35.34,-31.06,-33.15,-0.11,0.35,0.03,0.2,0.44,0.35,-0.12,0.09,-0.02,-1.06,407.52,4.09,412.68,-36.31,0.0,4.0,0
1434,1435,4.14,1.72,16403,16742,340,1,2,411.15,59.11,2.01,26.23,27.4,33.06,30.34,-0.18,0.16,0.03,0.15,0.59,0.42,-0.09,0.08,0.02,-1.67,408.38,3.23,413.28,0.0,32.09,7.0,0
1435,1436,17.69,2.5,16405,16837,433,0,2,409.68,111.96,5.09,-1.0,21.98,25.72,23.72,-0.08,0.07,-0.01,0.16,0.3,0.22,-0.05,0.05,-0.0,-9.5,400.91,10.71,421.12,0.0,25.63,8.0,0
1436,1437,8.79,2.5,16410,16829,420,0,1,407.26,50.99,2.18,61.6,-25.85,-22.52,-24.31,-0.15,0.18,0.01,-0.11,0.29,0.19,-0.1,0.05,-0.02,-4.09,404.49,7.12,415.71,-25.4,0.0,2.0,0
1437,1438,5.05,1.92,16450,16759,310,1,2,411.24,18.03,0.52,10.83,32.05,34.61,33.3,-0.11,0.18,0.01,0.06,0.32,0.21,-0.06,0.08,-0.02,-2.68,407.68,3.94,414.3,0.0,33.06,7.0,0
1438,1439,5.05,2.02,16453,16753,301,1,1,410.4,51.56,1.6,29.42,-36.81,-31.42,-34.21,-0.23,0.17,-0.01,0.26,0.56,0.45,-0.11,0.1,-0.02,-2.43,407.27,4.35,414.04,-34.71,0.0,4.0,0
1439,1440,3.74,1.82,16456,16811,356,1,1,409.73,115.82,3.72,660.59,-31.14,-26.64,-28.86,-0.17,0.18,0.0,0.13,0.4,0.32,-0.09,0.04,-0.02,-1.26,407.88,3.74,412.88,-32.59,0.0,3.0,0
1440,1441,19.4,2.5,16466,16892,427,0,1,406.65,37.59,1.48,205.8,-25.47,-22.62,-23.87,-0.08,0.06,0.01,0.01,0.29,0.17,-0.07,0.06,0.0,-9.45,398.48,13.14,421.07,-25.74,0.0,2.0,0
1441,1442,4.55,1.92,16472,16768,297,1,1,409.0,15.72,0.48,12.64,-37.15,-32.39,-34.56,-0.07,0.13,0.0,0.06,0.74,0.4,-0.09,0.09,0.0,-1.36,406.82,4.8,412.98,-36.6,0.0,4.0,0
1442,1443,4.45,1.82,16477,16749,273,1,2,409.54,15.77,0.42,3.96,35.1,39.46,37.67,-0.96,0.17,-0.34,0.09,0.6,0.4,-0.3,0.34,-0.01,-2.07,406.21,5.41,413.69,0.0,36.0,6.35,1
1443,1444,5.46,2.12,16488,16842,355,1,1,409.34,26.71,0.97,34.4,-31.16,-25.77,-28.92,-0.11,0.1,-0.0,-0.02,0.52,0.38,-0.06,0.06,-0.0,-1.72,406.72,4.9,413.34,-30.89,0.0,3.0,0
1444,1445,4.85,1.82,16499,16801,303,1,1,408.89,35.09,0.98,110.18,-35.8,-32.16,-33.86,-0.13,0.15,0.0,-0.02,0.58,0.3,-0.11,0.1,0.01,-1.26,406.82,4.8,412.88,-36.83,0.0,4.0,0
1445,1446,4.85,1.82,16499,16928,430,1,2,410.25,22.24,0.98,58.02,22.04,25.42,23.92,-0.22,0.18,-0.02,-0.11,0.39,0.2,-0.17,0.05,-0.01,-2.12,407.32,4.3,413.74,0.0,25.97,8.0,0
1446,1447,11.72,2.5,16507,16897,391,0,2,375.99,46.12,1.98,-1.0,22.29,25.97,24.14,-0.08,0.04,-0.01,0.04,0.99,0.24,-0.03,0.03,-0.0,-6.11,370.18,41.43,417.73,0.0,25.72,8.0,0
1447,1448,3.74,1.82,16513,16915,403,1,1,409.48,15.87,0.69,10.79,-29.09,-22.29,-25.47,-0.27,0.2,-0.01,0.22,0.7,0.42,-0.08,0.17,0.0,-1.67,407.27,4.35,413.28,-25.14,0.0,2.0,0
1448,1449,4.55,1.92,16522,16865,344,1,1,411.18,20.81,0.72,6.69,-31.05,-28.3,-29.98,-0.16,0.17,0.02,-0.26,0.66,0.2,-0.07,0.06,-0.0,-2.27,408.03,3.59,413.89,-31.11,0.0,3.0,0
1449,1450,3.84,1.72,16541,16960,420,1,1,410.09,29.63,1.1,43.04,-26.79,-22.29,-24.48,-0.11,0.17,0.03,-0.02,0.47,0.27,-0.12,0.07,0.0,-1.21,408.28,3.33,412.83,-28.63,0.0,2.0,0
1450,1451,4.85,2.12,16542,16842,301,1,1,410.2,44.83,1.37,34.03,-37.08,-30.48,-34.19,-0.15,0.17,0.02,0.24,0.75,0.55,-0.08,0.13,-0.0,-2.12,407.27,4.35,413.74,-35.64,0.0,4.0,0
1451,1452,4.35,1.92,16547,16808,262,1,2,410.85,77.29,1.88,11.77,36.62,42.48,39.37,-0.07,0.08,0.02,0.46,0.68,0.56,-0.09,0.04,-0.01,-2.27,407.37,4.24,413.89,0.0,37.06,7.0,0
1452,1453,4.14,1.82,16558,16902,345,1,1,408.9,31.81,1.05,19.59,-32.24,-27.91,-29.72,-0.18,0.11,-0.01,0.08,0.6,0.31,-0.03,0.09,0.02,-1.47,406.56,5.05,413.08,-30.76,0.0,3.0,0
1453,1454,5.0,2.02,16578,16876,299,1,1,408.32,38.16,1.19,26.16,-36.9,-31.25,-34.27,-0.11,0.09,-0.01,0.27,0.6,0.47,-0.07,0.08,0.0,-1.72,405.55,6.06,413.34,-36.64,0.0,4.0,0
1454,1455,4.95,2.02,16578,16903,326,1,1,410.58,14.67,0.46,9.46,-32.51,-30.38,-31.58,0.0,0.74,0.28,-0.12,0.4,0.16,-0.16,0.27,-0.01,-2.02,407.78,3.84,413.64,-35.03,0.0,3.66,1
1455,1456,4.9,2.02,16587,17000,414,1,1,410.07,30.08,1.24,18.65,-27.59,-21.86,-24.83,-0.15,0.21,0.08,-0.04,0.48,0.35,-0.12,0.11,-0.01,-2.02,407.68,3.94,413.64,-26.15,0.0,2.0,0
1456,1457,5.76,2.5,16603,16939,337,0,1,407.02,24.68,0.78,23.15,-31.69,-28.29,-30.3,-0.26,0.11,-0.03,-0.03,0.54,0.25,-0.1,0.14,-0.0,-1.97,406.11,5.51,413.59,-32.33,0.0,3.0,0
1457,1458,4.55,1.82,16608,16923,316,1,2,410.3,86.85,2.87,-1.0,30.23,35.27,32.58,-0.18,0.01,-0.05,0.25,0.48,0.4,-0.02,0.08,0.01,-1.36,407.88,3.74,412.98,0.0,42.48,7.0,0
1458,1459,4.95,1.92,16640,16934,295,1,1,410.67,35.71,1.08,13.36,-37.41,-32.63,-34.93,-0.13,0.08,-0.01,0.21,0.54,0.41,-0.09,0.07,0.0,-1.97,407.78,3.84,413.59,-35.93,0.0,4.0,0
1459,1460,3.94,1.82,16651,16955,305,1,2,412.4,41.2,1.14,48.19,31.65,36.81,33.93,-0.11,0.12,0.0,0.18,0.6,0.43,-0.06,0.11,0.0,-2.22,408.74,2.88,413.84,0.0,35.27,7.0,0
1460,1461,4.85,1.92,16722,17017,296,1,1,410.14,105.76,3.12,84.35,-37.13,-32.57,-34.77,-0.17,0.09,-0.02,0.27,0.49,0.39,-0.02,0.04,0.02,-1.21,408.03,3.59,412.83,-36.07,0.0,4.0,0
1461,1462,4.14,1.82,16734,17023,290,1,2,411.23,97.51,2.67,154.33,33.33,37.55,35.6,0.0,0.88,0.36,0.19,0.51,0.37,-0.26,0.25,0.01,-1.47,408.64,2.98,413.08,0.0,39.46,6.45,1
1462,1463,4.85,2.12,16742,17040,299,1,1,410.58,23.62,0.66,133.21,-36.22,-32.1,-34.46,-0.16,0.13,-0.01,-0.08,0.49,0.34,-0.05,0.09,0.01,-2.48,407.32,4.3,414.09,-36.88,0.0,4.0,0
1463,1464,4.75,1.82,16744,17052,309,1,2,409.53,23.7,0.71,-1.0,31.04,35.75,33.27,-0.08,0.05,0.0,-0.02,0.55,0.38,-0.03,0.06,0.0,-1.36,406.97,4.65,412.98,0.0,37.55,7.0,0
1464,1465,5.46,2.12,16745,17015,271,1,2,400.69,5.61,0.15,4.48,33.06,42.19,37.13,-0.06,0.22,0.05,0.48,1.13,0.85,-0.04,0.11,0.02,4.9,405.91,5.71,406.72,0.0,36.0,6.0,0
1465,1466,4.95,1.92,16765,17063,299,1,1,411.12,28.33,0.78,27.15,-36.67,-32.45,-34.51,-0.94,0.17,-0.33,0.18,0.49,0.35,-0.07,0.28,0.08,-2.07,408.08,3.54,413.69,-36.22,0.0,3.19,1
1466,1467,15.66,2.5,16767,17188,422,0,2,410.04,231.84,10.15,-1.0,22.82,26.33,24.36,-0.1,0.24,-0.0,0.03,0.28,0.21,-0.05,0.11,0.01,-8.59,401.66,9.95,420.21,0.0,25.42,8.0,0
1467,1468,5.05,2.12,16770,17086,317,1,2,409.05,26.1,0.86,-1.0,30.32,35.55,32.38,-0.08,0.11,0.01,0.14,0.63,0.41,-0.04,0.05,0.01,-1.92,405.96,5.66,413.54,0.0,35.75,7.0,0
1468,1469,17.48,2.5,16771,17153,383,0,1,385.95,150.82,6.08,51.56,-27.21,-23.7,-25.27,-0.33,0.41,0.0,0.07,0.32,0.23,-0.19,0.22,0.03,10.21,398.18,13.44,401.41,-25.04,0.0,2.0,0
1469,1470,4.85,2.02,16790,17105,316,1,2,410.99,17.63,0.55,19.88,31.48,35.81,32.64,-0.13,0.19,0.04,-0.02,0.76,0.34,-0.04,0.08,0.02,-2.27,407.52,4.09,413.89,0.0,35.55,7.0,0
1470,1471,4.85,1.92,16797,17063,267,1,2,401.71,63.55,1.75,42.51,35.96,42.22,37.78,-0.09,0.15,0.01,0.05,1.26,0.59,-0.03,0.07,0.02,4.4,406.46,5.15,407.22,0.0,42.19,6.0,0
1471,1472,17.48,2.5,16799,17189,391,0,1,404.93,35.25,1.27,-1.0,-27.9,-23.81,-25.97,-0.1,0.23,0.03,0.17,0.44,0.26,-0.08,0.08,0.01,-8.94,398.08,13.54,420.56,-36.07,0.0,3.0,0
1472,1473,4.45,1.92,16803,17094,292,1,1,409.15,35.46,1.07,24.13,-36.91,-31.76,-35.15,-1.16,0.18,-0.38,-0.2,0.85,0.43,-0.42,0.4,0.03,-1.97,406.46,5.15,413.59,-36.33,0.0,3.55,1
1473,1474,4.45,1.92,16803,17204,402,1,1,410.81,23.74,0.98,28.84,-27.63,-23.65,-25.62,-0.08,0.16,0.02,0.04,0.33,0.25,-0.09,0.1,0.0,-1.67,408.23,3.39,413.28,-26.86,0.0,2.0,0
1474,1475,4.55,1.82,16810,17228,419,1,2,411.04,35.42,1.45,72.92,23.49,26.38,24.59,-0.23,0.05,-0.07,-0.01,0.29,0.17,-0.11,0.06,-0.0,-2.12,407.83,3.79,413.74,0.0,26.33,8.0,0
1475,1476,4.55,1.92,16839,17141,303,1,1,409.35,48.62,1.35,119.09,-35.95,-32.09,-33.9,-0.04,0.27,0.08,0.2,0.42,0.32,-0.08,0.11,0.01,-2.07,406.46,5.15,413.69,-36.9,0.0,4.0,0
1476,1477,4.85,2.02,16849,17234,386,1,2,404.01,9.78,0.34,4.53,24.87,28.61,26.24,-0.38,0.06,-0.08,-0.15,0.61,0.24,-0.17,0.05,-0.02,4.19,408.48,3.13,407.42,0.0,26.38,8.0,0
1477,1478,4.55,1.92,16857,17171,315,1,1,410.78,21.08,0.59,24.63,-36.66,-31.46,-32.71,-0.08,0.18,0.03,-0.19,1.15,0.39,-0.1,0.08,0.0,-2.22,407.52,4.09,413.84,-35.77,0.0,4.0,0
1478,1479,4.55,1.92,16867,17168,302,1,2,411.42,86.77,2.43,69.22,31.62,36.53,34.19,-0.13,0.13,-0.01,0.32,0.49,0.41,-0.06,0.07,0.01,-1.62,408.38,3.23,413.23,0.0,35.81,7.0,0
1479,1480,4.65,1.92,16870,17199,330,1,2,410.98,10.19,0.37,6.56,26.31,36.15,31.25,-0.94,0.09,-0.29,0.36,0.91,0.75,-0.26,0.25,0.04,-1.52,408.23,3.39,413.13,0.0,36.53,7.16,1
1480,1481,4.45,1.82,16875,17186,312,1,1,407.63,9.88,0.31,6.29,-37.76,-30.2,-32.77,0.02,0.59,0.28,-0.4,1.15,0.55,-0.13,0.07,-0.04,-1.16,405.6,6.01,412.78,-34.07,0.0,3.83,1
1481,1482,4.75,1.82,16920,17239,320,1,2,410.24,38.4,1.2,11.5,31.63,33.49,32.17,-0.88,0.08,-0.3,-0.04,0.46,0.15,-0.27,0.24,0.01,-2.37,406.67,4.95,413.99,0.0,42.22,6.23,1
1482,1483,4.24,1.92,16932,17304,373,1,1,410.65,98.93,3.74,32.68,-30.42,-25.45,-27.61,-0.09,0.12,0.01,0.21,0.56,0.33,-0.07,0.05,0.0,-2.12,407.73,3.89,413.74,-26.41,0.0,2.0,0
1483,1484,4.55,2.02,16940,17250,311,1,1,410.25,69.76,2.21,8.96,-35.3,-31.05,-33.09,-0.06,0.09,0.0,0.04,0.49,0.34,-0.07,0.07,0.0,-2.22,407.02,4.6,413.84,-26.48,0.0,3.0,0
1484,1485,4.4,1.82,16973,17254,282,1,1,408.58,22.94,0.62,5.58,-38.88,-33.63,-36.37,0.01,0.81,0.34,0.29,0.71,0.47,-0.27,0.24,0.02,-1.06,406.51,5.1,412.68,-35.12,0.0,3.57,1
1485,1486,3.54,1.72,16992,17292,301,1,2,409.0,87.61,2.77,86.63,31.62,36.35,34.1,-0.11,0.06,-0.02,-0.27,0.8,0.36,-0.04,0.02,-0.01,-0.81,407.02,4.6,412.43,0.0,36.15,7.0,0
1486,1487,7.07,2.63,16999,17280,282,1,1,399.16,31.99,0.84,14.77,-38.13,-32.33,-35.53,-0.17,0.37,-0.0,0.36,0.78,0.52,-0.07,0.17,0.03,4.65,404.19,7.43,406.97,-38.44,0.0,3.0,0
1487,1488,4.14,1.82,17008,17310,303,1,2,404.24,27.83,0.78,97.72,32.23,36.02,33.49,-0.08,0.73,0.24,-0.11,0.57,0.3,-0.1,0.24,0.05,3.79,408.33,3.28,407.83,0.0,36.03,6.1,1
1488,1489,4.55,2.02,17025,17310,286,1,1,410.27,26.24,0.77,5.6,-38.7,-32.63,-36.01,0.06,0.77,0.34,-0.15,0.97,0.52,-0.23,0.29,0.02,-1.41,407.98,3.64,413.03,-35.56,0.0,2.57,1
1489,1490,4.75,2.02,17033,17332,300,1,2,409.49,20.8,0.56,29.75,31.64,37.29,34.26,-0.03,0.09,0.03,0.31,0.66,0.47,-0.05,0.04,0.0,-2.07,406.26,5.36,413.69,0.0,36.35,7.0,0
1490,1491,4.85,2.02,17041,17343,303,1,1,409.41,27.68,0.8,172.42,-37.69,-31.94,-33.9,-0.1,0.04,-0.06,-0.09,0.86,0.48,-0.03,0.07,0.0,-1.67,407.02,4.6,413.28,-37.35,0.0,3.0,0
1491,1492,5.26,1.92,17056,17333,278,1,2,410.66,27.57,0.71,8.56,35.1,40.07,37.09,-0.04,0.04,-0.0,0.12,0.75,0.45,-0.04,0.02,-0.0,-2.78,406.72,4.9,414.4,0.0,35.37,6.0,0
1492,1493,4.85,1.92,17082,17346,265,1,1,408.95,131.12,3.47,25.04,-41.47,-36.29,-38.74,-0.06,0.15,0.02,0.28,0.68,0.49,-0.09,0.08,0.0,-1.16,406.67,4.95,412.78,-37.11,0.0,4.0,0
1493,1494,4.85,1.92,17096,17402,307,1,2,412.02,77.75,2.45,-1.0,31.71,36.24,33.68,-0.17,0.21,-0.04,0.12,0.55,0.37,-0.17,0.07,-0.02,-2.58,408.13,3.49,414.19,0.0,37.29,7.0,0
1494,1495,4.24,1.82,17157,17433,277,1,2,409.83,14.99,0.39,20.06,34.72,40.47,37.14,-0.08,0.01,-0.04,0.26,0.92,0.52,-0.03,0.04,0.0,-1.06,407.47,4.14,412.68,0.0,40.67,7.0,0
1495,1496,5.36,2.02,17158,17419,262,1,2,411.07,22.53,0.55,5.21,36.97,40.67,39.39,-0.09,0.92,0.34,0.13,0.67,0.35,-0.3,0.27,0.03,-2.53,407.22,4.4,414.14,0.0,40.07,6.26,1
1496,1497,5.05,2.02,17170,17426,257,1,2,409.09,11.42,0.31,11.66,37.04,43.39,39.98,-0.16,0.17,-0.01,0.43,0.73,0.62,-0.05,0.13,0.01,-1.52,406.31,5.31,413.13,0.0,40.23,6.0,0
1497,1498,4.24,1.82,17222,17534,313,1,2,410.44,87.71,2.83,-1.0,30.92,35.65,32.91,-0.17,0.88,0.24,0.17,0.57,0.38,-0.26,0.04,-0.08,-1.62,407.73,3.89,413.23,0.0,36.38,7.91,1
1498,1499,4.14,1.82,17229,17497,269,1,1,410.75,222.0,5.71,28.27,-41.29,-35.13,-38.33,-0.18,0.11,0.01,0.13,0.8,0.57,-0.03,0.09,0.02,-1.67,408.18,3.44,413.28,-32.34,0.0,3.0,0
1499,1500,4.04,1.72,17230,17490,261,1,2,404.64,87.71,2.44,-1.0,35.87,41.77,38.93,-0.17,0.84,0.29,0.4,0.72,0.57,-0.15,0.28,0.08,3.64,408.59,3.03,407.98,0.0,43.39,6.07,1
1500,1501,5.05,2.02,17239,17487,249,1,1,410.92,221.42,5.33,38.58,-44.01,-39.47,-41.44,-0.12,0.16,-0.01,0.18,0.74,0.46,-0.06,0.09,0.02,-1.97,407.93,3.69,413.59,-38.12,0.0,4.0,0
1501,1502,17.18,2.5,17251,17688,438,0,2,410.24,17.96,0.82,-1.0,21.73,25.44,23.47,-0.13,0.16,0.01,0.15,0.29,0.21,-0.11,0.08,-0.01,-9.8,401.41,10.21,421.42,0.0,35.65,8.0,0
1502,1503,5.26,1.92,17254,17500,247,1,1,407.13,13.62,0.33,15.35,-44.5,-39.05,-41.4,-0.16,0.25,0.01,-0.32,1.07,0.51,-0.05,0.14,0.03,-1.16,404.59,7.02,412.78,-43.86,0.0,4.0,0
1503,1504,4.65,1.92,17265,17579,315,1,1,403.61,54.55,1.59,-1.0,-34.26,-30.61,-32.15,-0.13,0.35,0.06,0.17,0.51,0.29,-0.07,0.1,0.02,3.99,407.88,3.74,407.63,-40.98,0.0,3.0,0
1504,1505,4.65,1.92,17297,17590,294,1,2,411.7,132.65,3.74,-1.0,32.69,38.43,35.15,-0.28,0.13,0.01,0.25,0.68,0.49,-0.19,0.05,-0.02,-2.17,408.18,3.44,413.79,0.0,41.77,7.0,0
1505,1506,5.26,2.12,17298,17612,315,1,1,409.17,25.94,0.81,11.73,-35.71,-29.5,-32.59,-0.14,0.21,0.01,-0.39,1.0,0.46,-0.1,0.1,0.0,-1.82,406.72,4.9,413.44,-33.9,0.0,3.0,0
1506,1507,4.75,1.82,17316,17604,289,1,1,409.08,-1.0,-1.0,-1.0,-38.37,-32.87,-35.53,-0.18,0.35,0.03,0.29,0.64,0.48,-0.15,0.1,0.0,-1.52,406.67,4.95,413.13,0.0,0.0,2.0,0
1507,1508,3.94,1.92,17348,17642,295,1,2,411.46,62.96,1.93,-1.0,32.54,37.89,35.01,-0.12,0.12,-0.02,0.32,0.59,0.45,-0.05,0.1,0.01,-1.92,408.38,3.23,413.54,0.0,38.43,7.0,0
1508,1509,17.38,2.5,17352,17763,412,0,2,387.2,71.95,3.26,-1.0,21.87,25.43,23.56,-0.3,0.18,-0.0,0.15,0.32,0.22,-0.15,0.07,-0.02,11.98,401.16,10.46,399.64,0.0,25.44,8.0,0
1509,1510,5.05,2.02,17384,17688,305,1,2,412.06,42.7,1.33,-1.0,31.93,36.52,33.9,-0.1,0.11,0.02,0.24,0.55,0.38,-0.06,0.08,-0.0,-2.12,408.59,3.03,413.74,0.0,37.89,7.0,0
1510,1511,4.14,1.82,17397,17705,309,1,1,403.63,113.86,3.6,39.22,-35.34,-29.08,-32.78,-0.32,0.44,0.03,0.11,0.85,0.51,-0.26,0.2,0.04,3.54,407.57,4.04,408.08,-34.38,0.0,3.0,0
1511,1512,17.08,2.5,17410,17842,433,0,2,409.29,33.62,1.51,-1.0,22.13,25.75,23.7,-0.15,0.08,-0.02,-0.12,0.29,0.21,-0.07,0.04,-0.01,-9.2,400.85,10.76,420.81,0.0,25.43,8.0,0
1512,1513,5.05,2.02,17429,17734,306,1,1,409.48,160.84,4.55,207.3,-36.0,-31.21,-33.58,-0.68,0.1,-0.09,0.04,0.65,0.39,-0.03,0.23,0.05,-1.92,406.51,5.1,413.54,-36.15,0.0,2.0,0
1513,1514,8.49,2.5,17432,17863,432,0,2,408.87,10.61,0.48,-1.0,22.01,25.7,23.73,-0.15,0.03,-0.04,0.02,0.28,0.21,-0.05,0.07,0.0,-4.8,404.95,6.67,416.42,0.0,25.75,8.0,0
1514,1515,4.14,1.82,17438,17744,307,1,2,408.54,62.47,1.92,-1.0,32.35,35.33,33.4,-0.09,0.19,0.04,-0.02,0.57,0.24,-0.08,0.05,-0.02,-1.26,406.21,5.41,412.88,0.0,36.52,7.0,0
1515,1516,4.35,1.82,17457,17754,298,1,1,410.66,53.41,1.61,13.12,-36.46,-32.41,-34.58,-0.18,0.17,0.03,-0.01,0.43,0.34,-0.07,0.09,0.02,-1.87,407.98,3.64,413.49,-34.87,0.0,3.0,0
1516,1517,4.24,1.92,17470,17784,315,1,2,410.94,39.6,1.3,-1.0,30.3,34.68,32.73,-0.26,0.21,0.04,0.16,0.61,0.35,-0.11,0.09,0.01,-1.36,408.64,2.98,412.98,0.0,35.33,7.0,0
1517,1518,17.28,2.5,17476,17864,389,0,2,387.23,6.2,0.22,3.55,23.23,27.43,24.96,-1.19,0.02,-0.14,0.02,0.42,0.27,-0.39,0.02,-0.08,11.98,401.31,10.31,399.64,0.0,25.7,8.0,0
1518,1519,4.24,1.82,17480,17741,262,1,2,403.22,-1.0,-1.0,-1.0,34.58,43.62,38.65,-0.13,0.13,-0.01,0.54,1.13,0.87,-0.07,0.13,0.01,4.19,407.73,3.89,407.42,0.0,0.0,6.0,0
1519,1520,4.55,1.92,17500,17821,322,1,1,411.1,58.31,1.69,1875.9,-34.35,-29.61,-32.03,-0.87,0.13,-0.21,0.16,0.46,0.37,-0.22,0.36,0.02,-2.22,408.18,3.44,413.84,-36.23,0.0,2.28,1
1520,1521,5.2,1.92,17504,17783,280,1,1,401.07,41.42,1.21,24.41,-38.04,-33.53,-35.95,-0.99,-0.08,-0.44,0.23,0.48,0.4,-0.31,0.28,-0.05,3.94,405.4,6.22,407.68,-34.19,0.0,3.44,1
1521,1522,4.45,1.82,17511,17795,285,1,2,411.2,39.68,1.2,-1.0,32.9,39.0,36.22,-0.26,0.08,-0.07,0.33,0.74,0.54,-0.09,0.09,0.0,-1.11,408.74,2.88,412.73,0.0,43.62,6.0,0
1522,1523,17.43,2.5,17526,17955,430,0,2,409.86,28.43,1.27,-1.0,22.27,26.03,23.9,-0.15,0.07,-0.01,-0.01,0.35,0.22,-0.07,0.04,-0.01,-9.7,400.65,10.97,421.32,0.0,27.43,8.0,0
1523,1524,4.65,2.02,17535,17835,301,1,2,410.81,26.31,0.83,-1.0,31.62,37.02,34.26,-0.12,0.2,-0.06,0.29,0.52,0.45,-0.04,0.15,0.02,-1.47,407.93,3.69,413.08,0.0,39.0,6.0,0
1524,1525,4.45,1.82,17538,17803,266,1,1,407.83,40.18,1.03,16.33,-39.43,-37.96,-38.51,-0.16,0.21,0.04,-0.01,0.52,0.14,-0.09,0.1,0.02,-1.16,405.6,6.01,412.78,-37.69,0.0,4.0,0
1525,1526,4.95,1.92,17562,17859,298,1,2,409.76,27.68,0.83,552.82,31.83,38.02,34.51,-0.09,0.07,-0.01,0.27,0.99,0.52,-0.05,0.07,0.01,-2.17,406.36,5.26,413.79,0.0,37.02,6.0,0
1526,1527,5.05,1.92,17575,17877,303,1,1,409.8,54.89,1.56,4616.81,-35.47,-31.77,-33.92,-1.03,0.17,-0.31,-0.36,0.55,0.29,-0.39,0.3,0.02,-1.31,407.83,3.79,412.93,-38.96,0.0,3.3,1
1527,1528,9.7,2.5,17575,17974,400,0,1,394.83,21.02,0.82,-1.0,-26.54,-23.4,-24.75,-0.54,0.18,-0.06,-0.04,0.34,0.19,-0.2,0.07,-0.04,6.62,403.63,7.98,405.0,-36.27,0.0,3.0,0
1528,1529,4.65,1.82,17580,17870,291,1,2,402.95,18.95,0.52,60.95,31.8,38.03,34.76,-0.17,0.35,0.02,0.37,0.74,0.54,-0.05,0.23,0.03,4.09,407.27,4.35,407.52,0.0,38.02,6.0,0
1529,1530,17.38,2.5,17581,18028,448,0,1,408.51,92.46,3.79,-1.0,-24.39,-20.92,-22.85,-0.12,0.23,0.03,-0.07,0.38,0.19,-0.06,0.06,0.01,-9.35,399.54,12.08,420.97,-33.52,0.0,2.0,0
